id_paper,id_site,title,authors,authors_full,year,nurse_species,exp_type,variable,umbrella,unidad,mean_island,mean_bs,sd_island,sd_bs,n_island,n_bs,rii,sd_rii,n_rii,mean_island_nit,mean_bs_nit,sd_island_nit,sd_bs_nit,mean_island_p,mean_bs_p,sd_island_p,sd_bs_p,n_island_fi,n_bs_fi,id_es,orig_RII,orig_RIIV,RII,RIIV,nit.RII,nit.RIIV,p.RII,p.RIIV
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,-0.6327,0.1837,10,12.01,8.53,2.81,2.15,63.93,33.18,12.52,11.83,10,10,33,-0.6327,0.03374569,-0.6327,0.1837,0.16942551119766314,0.003315356164484483,0.3166512202656781,0.003574513140089836
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,-0.0408,0.1939,10,11.29,5.88,3.24,1.21,63.47,19.13,11.85,5.17,10,10,34,-0.0408,0.03759721,-0.0408,0.1939,0.3150844496214327,0.006391213738992027,0.5368038740920098,0.004944916862584811
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,-0.3827,0.1633,10,12.01,8.53,2.81,2.15,63.93,33.18,12.52,11.83,10,10,35,-0.3827,0.02666689,-0.3827,0.1633,0.16942551119766314,0.003315356164484483,0.3166512202656781,0.003574513140089836
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,0.268,0.2165,10,11.29,5.88,3.24,1.21,63.47,19.13,11.85,5.17,10,10,36,0.268,0.04687225,0.268,0.2165,0.3150844496214327,0.006391213738992027,0.5368038740920098,0.004944916862584811
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,-0.866,0.0567,10,12.01,8.53,2.81,2.15,63.93,33.18,12.52,11.83,10,10,37,-0.866,0.00321489,-0.866,0.0567,0.16942551119766314,0.003315356164484483,0.3166512202656781,0.003574513140089836
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,0.8247,0.0928,10,11.29,5.88,3.24,1.21,63.47,19.13,11.85,5.17,10,10,38,0.8247,0.008611839999999999,0.8247,0.0928,0.3150844496214327,0.006391213738992027,0.5368038740920098,0.004944916862584811
71,14,Microclimate buffering and fertility island formation during Juniperus communis ontogenesis modulate competition–facilitation balance,Allegrezza et al.,"Allegrezza, M., Corti, G., Cocco, S., ...Saracino, A., Bonanomi, G.",2016,Juniperus communis,field,rii_cover,rii_cover,RII,NA,NA,NA,NA,NA,NA,0.4433,0.1546,10,12.01,8.53,2.81,2.15,63.93,33.18,12.52,11.83,10,10,39,0.4433,0.023901159999999998,0.4433,0.1546,0.16942551119766314,0.003315356164484483,0.3166512202656781,0.003574513140089836
75,15,"
Precipitation timing and soil heterogeneity regulate the growth and seed production of the invasive grass red brome",Horn et al.,"Horn, K.J., Bishop, T.B.B., St. Clair, S.B.",2017,Larrea tridentata,field,shoot_biomass,biomass,g/m²,284.7682,132.4503,187.3131,112.3878,8,8,NA,NA,NA,48.1194,3.8209,72.6104,1.3509,NA,NA,NA,NA,8,8,40,0.3650794487780384,0.050606394873410475,0.3650794487780384,0.050606394873410475,0.8528733950323737,0.8386701825017024,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,biomass,biomass,g,0.5186,0.1562,0.1504,0.1222,8,8,NA,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,41,0.5370480142264374,0.015548575439907106,0.5370480142264374,0.015548575439907106,0.47368421052631576,0.006782852638229192,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,biomass,biomass,g,0.5119,0.5319,0.2068,0.3949,8,8,NA,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,42,-0.019160758766047153,0.023304151774837314,-0.019160758766047153,0.023304151774837314,0.47368421052631576,0.006782852638229192,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,biomass,biomass,g,0.5385,0.3524,0.1786,0.1316,8,8,NA,NA,NA,1.4,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,43,0.2088898866314962,0.009048578983441352,0.2088898866314962,0.009048578983441352,0.47368421052631576,0.006782852638229192,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,biomass,biomass,no dice,0.3197,0.1294,0.1303,0.1248,8,8,NA,NA,NA,0.8,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,47,0.42373636161211314,0.024534566432287,0.42373636161211314,0.024534566432287,0.23076923076923078,0.012463818307015394,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,biomass,biomass,no dice,0.5625,0.5176,0.1499,0.4159,8,8,NA,NA,NA,0.8,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,48,0.04157022497916865,0.019636676662457685,0.04157022497916865,0.019636676662457685,0.23076923076923078,0.012463818307015394,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,biomass,biomass,no dice,0.675,0.3529,0.193,0.2329,8,8,NA,NA,NA,0.8,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,49,0.31335733047961867,0.010626895884227435,0.31335733047961867,0.010626895884227435,0.23076923076923078,0.012463818307015394,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,no dice,45.3846,64.3646,16.3178,17.5019,8,8,NA,NA,NA,0.8,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,50,-0.17293975719185192,0.006263686726687079,-0.17293975719185192,0.006263686726687079,0.23076923076923078,0.012463818307015394,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,no dice,18.0769,77.1823,8.7029,21.2523,8,8,NA,NA,NA,0.8,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,51,-0.6204692040243883,0.016487936060754695,-0.6204692040243883,0.016487936060754695,0.23076923076923078,0.012463818307015394,NA,NA
81,19,"
Disentangling above- and below-ground facilitation drivers in arid environments: the role of soil microorganisms, soil properties and microhabitat",Lozano et al.,"Lozano, Y.M., Armas, C., Hortal, S., Casanoves, F., Pugnaire, F.I.",2017,Retama sphaerocarpa,field,survival,survival,no dice,78.4615,59.0608,8.7029,24.3776,8,8,NA,NA,NA,0.8,0.5,0.1732,0.1732,NA,NA,NA,NA,3,3,52,0.14107312050481996,0.0035495373321309536,0.14107312050481996,0.0035495373321309536,0.23076923076923078,0.012463818307015394,NA,NA
115,22,Non-native weed reaches community dominance under the canopy of dominant native tree,Estanga-Mollica et al.,"Estanga-Mollica, M.E., Schmidt, R.M., Cock, M.C., Hierro, J.L.",2021,Prosopis caldenia,field,density,abundance,plants/m²,137.6694,26.0163,90.8405,30.8515,10,10,NA,NA,NA,45.0811,21.0811,28.2041,5.6408,NA,NA,NA,NA,10,10,59,0.6821188411693874,0.08750566331335101,0.6821188411693874,0.08750566331335101,0.3627448905870724,0.03404206968397092,NA,NA
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Vachellia nilotica,chamber,germination,emergence,no dice,0.107,0.273,0.024,0.058,4,4,NA,NA,NA,24,8.33,6.4622,3.2423,21.33,4.33,3.9355,9.6822,5,5,60,-0.436842105263158,0.012340210902310448,-0.436842105263158,0.012340210902310448,0.48468914321064027,0.01814784419450078,0.6625097427903353,0.016246341845767183
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Spirostachys africana,chamber,germination,emergence,no dice,0.222,0.178,0.16,0.044,4,4,NA,NA,NA,17.33,8.33,3.9355,3.2423,13.67,2.03,5.9703,4.5392,5,5,61,0.11000000000000003,0.05168010249999999,0.11000000000000003,0.05168010249999999,0.35074045206547155,0.009929465090497497,0.7414012738853504,0.08882226614320703
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Vachellia nilotica,chamber,germination,emergence,no dice,0.467,0.333,0.076,0.116,4,4,NA,NA,NA,24,8.33,6.4622,3.2423,21.33,4.33,3.9355,9.6822,5,5,62,0.1675,0.0067182725781249975,0.1675,0.0067182725781249975,0.48468914321064027,0.01814784419450078,0.6625097427903353,0.016246341845767183
116,23,"
The invasive cactus Opuntia stricta creates fertility islands in African savannas and benefits from those created by native trees",Novoa et al.,"Novoa, A., Foxcroft, L.C., Keet, J.-H., Pyšek, P., Le Roux, J.J.",2021,Spirostachys africana,chamber,germination,emergence,no dice,0.388,0.333,0.08,0.116,4,4,NA,NA,NA,17.33,8.33,3.9355,3.2423,13.67,2.03,5.9703,4.5392,5,5,63,0.07628294036061024,0.009086931839209349,0.07628294036061024,0.009086931839209349,0.35074045206547155,0.009929465090497497,0.7414012738853504,0.08882226614320703
131,24,"
Shrubs facilitate herbaceous communities in a desert by modifying soil properties",Xie et al.,"Xie, L., Han, L., Guo, H., ...Zhang, G., Ma, C.",2023,Caragana acanthophylla,field,abundance,abundance,plants/m²,143.2735,56.5022,48.4557,28.1356,15,15,NA,NA,NA,18.8927,7.9338,5.3055,0.8842,5.5872,3.211,1.6167,0.3731,15,15,64,0.4343436163657542,0.008492095528533769,0.4343436163657542,0.008492095528533769,0.4085102417385794,0.005198467929480773,0.2700779704939647,0.003694995082526386
131,24,"
Shrubs facilitate herbaceous communities in a desert by modifying soil properties",Xie et al.,"Xie, L., Han, L., Guo, H., ...Zhang, G., Ma, C.",2023,Caragana acanthophylla,field,biomass,biomass,g,0.4335,0.2871,0.0451,0.0172,15,15,NA,NA,NA,18.8927,7.9338,5.3055,0.8842,5.5872,3.211,1.6167,0.3731,15,15,65,0.20316402997502078,4.0214368578223015e-4,0.20316402997502078,4.0214368578223015e-4,0.4085102417385794,0.005198467929480773,0.2700779704939647,0.003694995082526386
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Athrocaulon macrostachyum,field,density,abundance,plants/m²,1600,1356,742.3746,254.9117,5,5,NA,NA,NA,0.208,0.04,0.0671,0.0134,133,40,6.7082,2.2361,5,5,66,0.08254397834912043,0.016034763708823414,0.08254397834912043,0.016034763708823414,0.6774193548387096,0.041256752147487724,0.5375722543352601,7.180653056961638e-4
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Athrocaulon macrostachyum,field,biomass,biomass,mg/m²,3.2,2,1.3416,0.6708,5,5,NA,NA,NA,0.208,0.04,0.0671,0.0134,133,40,6.7082,2.2361,5,5,67,0.23076923076923078,0.022135484023668637,0.23076923076923078,0.022135484023668637,0.6774193548387096,0.041256752147487724,0.5375722543352601,7.180653056961638e-4
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Launaea arborescens,field,density,abundance,plants/m²,803,1356,297.397,254.9117,5,5,NA,NA,NA,0.171,0.04,0.0022,0.0134,87,40,15.6525,2.2361,5,5,68,-0.2561371005094951,0.006499074654873538,-0.2561371005094951,0.006499074654873538,0.6208530805687204,1.730763267358519e-4,0.3700787401574803,0.005727309072470188
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Launaea arborescens,field,biomass,biomass,mg/m²,5.3,2,0.8944,0.6708,5,5,NA,NA,NA,0.171,0.04,0.0022,0.0134,87,40,15.6525,2.2361,5,5,69,0.4520547945205479,0.006837190870350032,0.4520547945205479,0.006837190870350032,0.6208530805687204,1.730763267358519e-4,0.3700787401574803,0.005727309072470188
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Lycium intricatum,field,density,abundance,plants/m²,797,1356,129.6919,254.9117,5,5,NA,NA,NA,0.253,0.04,0.047,0.0134,100,40,13.4164,2.2361,5,5,70,-0.2596377148165351,0.004846283864277498,-0.2596377148165351,0.004846283864277498,0.726962457337884,0.015379343326184493,0.42857142857142855,0.0037650939582174092
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Lycium intricatum,field,biomass,biomass,mg/m²,3,2,1.5652,0.6708,5,5,NA,NA,NA,0.253,0.04,0.047,0.0134,100,40,13.4164,2.2361,5,5,71,0.2,0.030526143897600003,0.2,0.030526143897600003,0.726962457337884,0.015379343326184493,0.42857142857142855,0.0037650939582174092
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Retama sphaerocarpa,field,density,abundance,plants/m²,1174,1356,272.8003,254.9117,5,5,NA,NA,NA,0.422,0.04,0.0157,0.0134,155,40,20.1246,2.2361,5,5,72,-0.07193675889328063,0.004335739939165105,-0.07193675889328063,0.004335739939165105,0.8268398268398269,7.758530281531541e-4,0.5897435897435898,0.00538798512303292
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Retama sphaerocarpa,field,biomass,biomass,mg/m²,7,2,1.7889,0.6708,5,5,NA,NA,NA,0.422,0.04,0.0157,0.0134,155,40,20.1246,2.2361,5,5,73,0.5555555555555556,0.01933947725651577,0.5555555555555556,0.01933947725651577,0.8268398268398269,7.758530281531541e-4,0.5897435897435898,0.00538798512303292
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Salsola oppositifolia,field,density,abundance,plants/m²,1114,1356,190.0658,254.9117,5,5,NA,NA,NA,0.163,0.04,0.0224,0.0134,118,40,8.9443,2.2361,5,5,74,-0.09797570850202429,0.0035315997848404733,-0.09797570850202429,0.0035315997848404733,0.605911330049261,0.006415595029610967,0.4936708860759494,0.0014402116722257395
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Salsola oppositifolia,field,biomass,biomass,mg/m²,4.4,2,1.3416,0.6708,5,5,NA,NA,NA,0.163,0.04,0.0224,0.0134,118,40,8.9443,2.2361,5,5,75,0.37500000000000006,0.017474065686035153,0.37500000000000006,0.017474065686035153,0.605911330049261,0.006415595029610967,0.4936708860759494,0.0014402116722257395
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Thymus hyemalis,field,density,abundance,plants/m²,1851,1356,769.2074,254.9117,5,5,NA,NA,NA,0.088,0.04,0.0112,0.0134,58,40,6.7082,2.2361,5,5,76,0.15434985968194576,0.016235461404191857,0.15434985968194576,0.016235461404191857,0.37499999999999994,0.003751228332519532,0.1836734693877551,0.0013823551901562606
133,25,Soil as a mediator in plant‐plant interactions in a semi‐arid community,Pugnaire et al.,"Pugnaire, F. I., Armas, C., & Valladares, F.",2004,Thymus hyemalis,field,biomass,biomass,mg/m²,0.4,2,0.2236,0.6708,5,5,NA,NA,NA,0.088,0.04,0.0112,0.0134,58,40,6.7082,2.2361,5,5,77,-0.6666666666666667,0.043593028395061725,-0.6666666666666667,0.043593028395061725,0.37499999999999994,0.003751228332519532,0.1836734693877551,0.0013823551901562606
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,2.6,1.4,0.6325,0.3162,10,10,NA,NA,NA,2.4,0.9,1.5811,0.6325,NA,NA,NA,NA,10,10,78,0.30000000000000004,0.0045317903631250005,0.30000000000000004,0.0045317903631250005,0.4545454545454546,0.04966043536491892,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,0.3,0.4,0.3162,0.3162,10,10,NA,NA,NA,3,1.6,0.3162,0.3162,NA,NA,NA,NA,10,10,79,-0.1428571428571429,0.041641999167013756,-0.1428571428571429,0.041641999167013756,0.30434782608695654,0.0010325479525873623,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,8.8,7,2.846,2.5298,10,10,NA,NA,NA,3,1.6,0.3162,0.3162,NA,NA,NA,NA,10,10,80,0.11392405063291143,0.006038732762840725,0.11392405063291143,0.006038732762840725,0.30434782608695654,0.0010325479525873623,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,4.1,1.5,0.9487,0.6325,10,10,NA,NA,NA,2.4,0.9,1.5811,0.6325,NA,NA,NA,NA,10,10,81,0.46428571428571425,0.006519768484892363,0.46428571428571425,0.006519768484892363,0.4545454545454546,0.04966043536491892,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,5.8,4.4,1.5811,0.3162,10,10,NA,NA,NA,3,1.6,0.3162,0.3162,NA,NA,NA,NA,10,10,82,0.13725490196078427,0.0031791933965746176,0.13725490196078427,0.0031791933965746176,0.30434782608695654,0.0010325479525873623,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,243,67,189.7367,72.7324,10,10,NA,NA,NA,2.4,0.9,1.5811,0.6325,NA,NA,NA,NA,10,10,83,0.567741935483871,0.09310071883841689,0.567741935483871,0.09310071883841689,0.4545454545454546,0.04966043536491892,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,6.9,4.6,2.846,2.5298,10,10,NA,NA,NA,3,1.6,0.3162,0.3162,NA,NA,NA,NA,10,10,84,0.20000000000000007,0.011916460783062384,0.20000000000000007,0.011916460783062384,0.30434782608695654,0.0010325479525873623,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,1.1,0.2,0.3162,0.001,10,10,NA,NA,NA,2.4,0.9,1.5811,0.6325,NA,NA,NA,NA,10,10,85,0.6923076923076924,0.016943215209551485,0.6923076923076924,0.016943215209551485,0.4545454545454546,0.04966043536491892,NA,NA
134,26,Changes in plant interactions along a gradient of environmental stress,Pugnaire & Luque,"Pugnaire, F. I., & Luque, M. T.",2001,Retama sphaerocarpa,field,mass,biomass,no dice,17.9,17.3,6.3246,6.3246,10,10,NA,NA,NA,3,1.6,0.3162,0.3162,NA,NA,NA,NA,10,10,86,0.017045454545454485,0.006458578774701749,0.017045454545454485,0.006458578774701749,0.30434782608695654,0.0010325479525873623,NA,NA
142,29,Effect of a native tree on seedling establishment of two exotic invasive species in a semiarid ecosystem.,Becerra & Bustamante,"Becerra, P. I., & Bustamante, R. O.",2011,Lithraea caustica,field,seedling_survival,survival,number,0.3886,1.2955,0.9918,1.2505,10,10,NA,NA,NA,21,20.3,1.5,2.9,15.3,21.7,6.3,4.8,4,4,90,-0.5385072145359538,0.13789263188267437,-0.5385072145359538,0.13789263188267437,0.016949152542372864,0.0015322609587742307,-0.17297297297297293,0.010746322060911521
142,29,Effect of a native tree on seedling establishment of two exotic invasive species in a semiarid ecosystem.,Becerra & Bustamante,"Becerra, P. I., & Bustamante, R. O.",2011,Lithraea caustica,field,seedling_survival,survival,number,0.9,2.4,1.2937,0.9487,10,10,NA,NA,NA,21,20.3,1.5,2.9,15.3,21.7,6.3,4.8,4,4,91,-0.4545454545454546,0.02205828848059863,-0.4545454545454546,0.02205828848059863,0.016949152542372864,0.0015322609587742307,-0.17297297297297293,0.010746322060911521
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,9.0566,7.2453,3.202,1.9212,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,98,0.11110974794349121,0.007325493808575541,0.11110974794349121,0.007325493808575541,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,21.1321,12.0755,7.8271,2.8462,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,99,0.27272672520748265,0.011734516325751478,0.27272672520748265,0.011734516325751478,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,14.6739,9.1848,2.4595,2.6132,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,100,0.23006701957776413,0.00289879867570156,0.23006701957776413,0.00289879867570156,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,0.9494,1.5032,1.2083,1.2979,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,101,-0.2258011905732692,0.07078410447946287,-0.2258011905732692,0.07078410447946287,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
143,30,Grazing effects on shrub-induced resource islands and herbaceous vegetation heterogeneity in sagebrush-steppe communities,Davies et al.,"Davies, K. W., Copeland, S. M., & Bates, J. D.",2022,Artemisia tridentata,field,density,abundance,plants/m2,3.0719,6.9935,1.6638,3.5124,8,8,NA,NA,NA,16.4865,27.027,6.88,10.7022,5.0556,3.2778,2.5142,0.7857,8,8,102,-0.3896119379259642,0.030665447461454484,-0.3896119379259642,0.030665447461454484,-0.24223516839601505,0.01346287161272084,0.21333429332565337,0.017438074563509407
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Calligonum mongolicum,field,biomass,biomass,g/m²,71.2831,20.5703,75.5982,27.3247,20,20,NA,NA,NA,0.2,0.18,0.033,0.048,0.6,0.47,0.082,0.048,10,10,103,0.5521058556351751,0.08247918598547865,0.5521058556351751,0.08247918598547865,0.05263157894736847,0.0022676621572885413,0.12149532710280377,8.939891722740296e-4
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Nitraria sphaerocarpa,field,biomass,biomass,g/m²,10.5455,27.8788,13.5519,33.6088,20,20,NA,NA,NA,0.25,0.19,0.028,0.04,0.41,0.48,0.012,0.123,10,10,104,-0.4511025574961677,0.08242290390138036,-0.4511025574961677,0.08242290390138036,0.13636363636363635,0.0011393518202308587,-0.07865168539325844,0.0022376809907060863
147,31,Effect of desert shrubs on fine-scale spatial patterns of understory vegetation in a dry-land,Zhang et al.,"Zhang, G., Zhao, L., Yang, Q., Zhao, W., & Wang, X",2016,Haloxylon ammodendron,field,biomass,biomass,g/m²,5.7143,20.8571,7.0276,17.8885,20,20,NA,NA,NA,0.17,0.22,0.065,0.072,0.44,0.41,0.014,0.023,10,10,105,-0.5698909353665972,0.0564976250792553,-0.5698909353665972,0.0564976250792553,-0.12820512820512817,0.006449407614026032,0.03529411764705886,9.72176099424097e-5
